Invoice_number,Customer_id,Service_id,Agent_id,Billing_date,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Plan_start_date,Plan_end_date,Zone_area,Data_bought,Data_used,Billing_cycle,No_of_valid_days,Leakage,Anomaly_type
INV107730,CUST001855,SVC9845,AGT070,06-01-2025,Partial,Renewal,Net Banking,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,4294.51,5144.31,04-01-2025,01-02-2025,Metro-A,500,80.95,28,28,Yes,Under payment
INV104380,CUST007118,SVC7395,AGT085,26-12-2024,Paid,Recharge,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,24-12-2024,23-01-2025,Circle-West,200,187.05,30,30,No,No anomaly
INV108691,CUST006084,SVC4348,AGT094,04-12-2023,Paid,Renewal,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0,03-12-2023,31-12-2023,Metro-B,75,43.49,28,37,Yes,Usage mismatch
INV106000,CUST007648,SVC7831,AGT017,11-08-2024,Paid,Renewal,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0,10-08-2024,07-09-2024,Rural-Zone,100,84.43,28,28,Yes,Duplicate entries
INV103185,CUST002223,SVC3532,AGT112,13-11-2024,Paid,Recharge,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0,08-11-2024,09-12-2024,Circle-North,5,1.3,31,31,No,No anomaly
INV103555,CUST001416,SVC1450,AGT144,30-05-2024,Paid,Recharge,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,25-05-2024,24-06-2024,Rural-Zone,200,89.69,30,30,No,No anomaly
INV103276,CUST002913,SVC3332,AGT098,10-01-2025,Pending,Renewal,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0,2358.82,09-01-2025,06-02-2025,Circle-West,50,43.79,28,28,No,No anomaly
INV103746,CUST005738,SVC5526,AGT081,25-02-2024,Paid,Recharge,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0,20-02-2024,22-03-2024,Circle-North,25,17.79,31,31,No,No anomaly
INV104118,CUST006426,SVC2658,AGT080,23-11-2023,Pending,Plan Change,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0,706.82,19-11-2023,19-12-2023,Circle-East,10,1.71,30,30,No,No anomaly
INV108001,CUST007507,SVC7356,AGT098,07-03-2025,Partial,Bill Payment,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,7438.73,2000.09,05-03-2025,04-04-2025,Circle-West,500,171.65,30,30,Yes,Under payment
INV104233,CUST006171,SVC2259,AGT112,09-04-2024,Pending,Recharge,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0,1768.82,05-04-2024,05-05-2024,Circle-East,30,25.62,30,30,No,No anomaly
INV109100,CUST005456,SVC4681,AGT073,24-10-2024,Paid,Plan Change,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,20-10-2024,20-11-2024,Circle-North,30,51.81,31,31,Yes,Extra data usage
INV108035,CUST005329,SVC2864,AGT057,28-05-2025,Partial,Plan Change,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,797.36,1561.46,27-05-2025,26-06-2025,Metro-A,50,41.9,30,30,Yes,Under payment
INV107223,CUST006715,SVC4292,AGT010,27-04-2024,Paid,Recharge,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,2036.81,-857.99,26-04-2024,26-05-2024,Circle-North,25,8.79,30,30,Yes,Excess payment
INV106723,CUST006920,SVC1218,AGT113,06-06-2024,Paid,Renewal,Wallet,Basic Starter,Prepaid,399,71.82,470.82,682.28,682.28,0,05-06-2024,06-07-2024,Rural-Zone,5,4.11,31,31,Yes,Missing charges
INV102336,CUST003979,SVC4422,AGT027,09-03-2025,Pending,Bill Payment,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0,1768.82,05-03-2025,05-04-2025,Circle-East,30,8.98,31,31,No,No anomaly
INV102949,CUST007830,SVC4635,AGT124,13-11-2024,Pending,Renewal,Wallet,Youth Special,Prepaid,599,107.82,706.82,706.82,0,706.82,12-11-2024,12-12-2024,Circle-North,10,4.62,30,30,No,No anomaly
INV109358,CUST003665,SVC3352,AGT054,01-02-2025,Paid,New Connection,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0,31-01-2025,03-03-2025,Metro-B,40,76.61,31,31,Yes,Extra data usage
INV104845,CUST001557,SVC4567,AGT145,20-04-2025,Pending,Recharge,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0,11798.82,18-04-2025,16-05-2025,Metro-A,750,503.41,28,28,No,No anomaly
INV103701,CUST003814,SVC3810,AGT067,31-07-2025,Paid,Renewal,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0,29-07-2025,28-08-2025,Metro-B,40,12.9,30,30,No,No anomaly
INV108078,CUST006047,SVC2135,AGT116,22-10-2023,Partial,Recharge,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,989.74,543.08,19-10-2023,18-11-2023,Metro-B,40,10.13,30,30,Yes,Under payment
INV106000,CUST007221,SVC5638,AGT034,10-11-2024,Paid,Bill Payment,Auto Debit,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0,08-11-2024,06-12-2024,Circle-South,100,62.82,28,28,Yes,Duplicate entries
INV105689,CUST007338,SVC9037,AGT043,20-10-2024,Paid,Recharge,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0,17-10-2024,14-11-2024,Metro-A,25,8.22,28,28,No,No anomaly
INV107407,CUST001113,SVC7528,AGT007,03-01-2024,Partial,Plan Change,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,4253.44,5185.38,02-01-2024,02-02-2024,Circle-North,500,429.43,31,31,Yes,Under payment
INV105383,CUST007979,SVC1507,AGT134,01-10-2024,Paid,Recharge,Debit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0,26-09-2024,24-10-2024,Circle-East,10,7.56,28,28,No,No anomaly
INV104683,CUST007728,SVC6983,AGT021,16-12-2024,Pending,Bill Payment,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0,9438.82,11-12-2024,10-01-2025,Circle-North,500,241.52,30,30,No,No anomaly
INV103154,CUST000924,SVC6105,AGT055,31-08-2024,Pending,Recharge,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0,1178.82,28-08-2024,27-09-2024,Metro-A,25,4.23,30,30,No,No anomaly
INV105565,CUST006567,SVC5485,AGT037,04-03-2025,Paid,Plan Change,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,03-03-2025,02-04-2025,Circle-North,30,18.43,30,30,No,No anomaly
INV105785,CUST000264,SVC3610,AGT135,01-07-2024,Pending,Renewal,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0,9438.82,29-06-2024,30-07-2024,Circle-East,500,251.36,31,31,No,No anomaly
INV107833,CUST005759,SVC6932,AGT043,14-02-2025,Partial,Bill Payment,UPI,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,3198.48,1520.34,13-02-2025,16-03-2025,Circle-East,150,22.37,31,31,Yes,Under payment
INV102807,CUST001362,SVC2237,AGT068,04-02-2025,Paid,Plan Change,UPI,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0,02-02-2025,05-03-2025,Rural-Zone,100,75.69,31,31,No,No anomaly
INV107382,CUST004043,SVC3515,AGT124,01-02-2025,Paid,Plan Change,UPI,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,6843.15,-2124.33,27-01-2025,27-02-2025,Rural-Zone,150,120.2,31,31,Yes,Excess payment
INV100714,CUST005809,SVC8949,AGT118,08-08-2025,Paid,Recharge,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0,04-08-2025,03-09-2025,Rural-Zone,10,4.19,30,30,No,No anomaly
INV106309,CUST001213,SVC9475,AGT064,22-12-2024,Paid,Plan Change,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,355.82,355.82,0,18-12-2024,18-01-2025,Metro-B,5,0.98,31,31,Yes,Missing charges
INV106000,CUST003489,SVC3754,AGT031,14-04-2025,Paid,New Connection,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,11-04-2025,12-05-2025,Circle-East,30,5.79,31,31,Yes,Duplicate entries
INV101937,CUST002469,SVC9496,AGT090,12-03-2024,Paid,Plan Change,UPI,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0,08-03-2024,07-04-2024,Circle-West,100,45.5,30,30,No,No anomaly
INV104583,CUST000773,SVC9794,AGT126,29-06-2024,Pending,Renewal,Debit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0,15338.82,25-06-2024,25-07-2024,Metro-A,1000,368.26,30,30,No,No anomaly
INV102060,CUST001754,SVC1135,AGT068,01-08-2025,Paid,Plan Change,Net Banking,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0,27-07-2025,26-08-2025,Circle-South,50,6.43,30,30,No,No anomaly
INV104657,CUST006928,SVC3705,AGT051,25-04-2025,Paid,Renewal,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0,20-04-2025,21-05-2025,Circle-East,25,11.24,31,31,No,No anomaly
INV109199,CUST000606,SVC8167,AGT065,25-09-2024,Paid,New Connection,UPI,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0,23-09-2024,21-10-2024,Rural-Zone,10,23.4,28,28,Yes,Extra data usage
INV100814,CUST003831,SVC8086,AGT105,10-08-2025,Pending,Renewal,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0,5898.82,05-08-2025,02-09-2025,Circle-South,200,80.96,28,28,No,No anomaly
INV108453,CUST004410,SVC3160,AGT088,14-01-2025,Paid,Renewal,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0,10-01-2025,10-02-2025,Metro-B,25,10.1,31,45,Yes,Usage mismatch
INV102496,CUST002943,SVC4944,AGT046,01-12-2023,Paid,Recharge,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,26-11-2023,24-12-2023,Circle-East,150,128.99,28,28,No,No anomaly
INV102172,CUST007295,SVC5360,AGT048,18-11-2023,Paid,Recharge,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0,17-11-2023,18-12-2023,Circle-South,40,37.88,31,31,No,No anomaly
INV101857,CUST004981,SVC3800,AGT018,27-11-2024,Paid,Renewal,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,25-11-2024,26-12-2024,Rural-Zone,150,92.2,31,31,No,No anomaly
INV107045,CUST003421,SVC5715,AGT057,22-06-2025,Paid,Renewal,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,3495.51,-1136.69,18-06-2025,18-07-2025,Circle-North,50,10.68,30,30,Yes,Excess payment
INV107190,CUST007711,SVC8333,AGT064,15-02-2024,Paid,New Connection,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,5110.06,-2161.24,11-02-2024,12-03-2024,Circle-North,75,9.18,30,30,Yes,Excess payment
INV101241,CUST000914,SVC3984,AGT125,04-08-2025,Pending,New Connection,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0,1768.82,30-07-2025,27-08-2025,Circle-East,30,17.84,28,28,No,No anomaly
INV109330,CUST001823,SVC6023,AGT104,09-09-2023,Paid,New Connection,Wallet,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0,04-09-2023,05-10-2023,Circle-East,75,133.41,31,31,Yes,Extra data usage
INV106000,CUST000781,SVC6138,AGT063,28-03-2025,Paid,Plan Change,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,24-03-2025,23-04-2025,Circle-North,200,107.04,30,30,Yes,Duplicate entries
INV106000,CUST004651,SVC9905,AGT049,20-08-2025,Paid,New Connection,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0,19-08-2025,18-09-2025,Metro-A,750,463.7,30,30,Yes,Duplicate entries
INV100515,CUST000151,SVC6681,AGT091,20-03-2024,Pending,Renewal,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0,15338.82,16-03-2024,13-04-2024,Circle-North,1000,707.17,28,28,No,No anomaly
INV102061,CUST002124,SVC5433,AGT117,21-05-2025,Paid,New Connection,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,16-05-2025,15-06-2025,Rural-Zone,150,37.52,30,30,No,No anomaly
INV103189,CUST001471,SVC7507,AGT058,17-01-2025,Paid,New Connection,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0,16-01-2025,15-02-2025,Metro-B,15,6.23,30,30,No,No anomaly
INV100784,CUST001812,SVC4838,AGT127,01-02-2024,Pending,Renewal,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0,15338.82,31-01-2024,01-03-2024,Circle-North,1000,767.99,30,30,No,No anomaly
INV100135,CUST006635,SVC4084,AGT083,10-02-2025,Paid,Bill Payment,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0,05-02-2025,05-03-2025,Circle-East,750,320.44,28,28,No,No anomaly
INV100337,CUST000102,SVC9561,AGT108,01-11-2023,Pending,New Connection,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0,15338.82,27-10-2023,24-11-2023,Metro-B,1000,871.3,28,28,No,No anomaly
INV106186,CUST000458,SVC2304,AGT030,01-07-2025,Paid,Recharge,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1265.35,1265.35,0,26-06-2025,27-07-2025,Rural-Zone,40,7.49,31,31,Yes,Missing charges
INV107891,CUST005364,SVC7089,AGT117,27-05-2024,Partial,New Connection,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,342.04,128.78,23-05-2024,22-06-2024,Circle-South,5,0.79,30,30,Yes,Under payment
INV103885,CUST006656,SVC7734,AGT105,24-08-2025,Pending,Renewal,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0,9438.82,23-08-2025,20-09-2025,Circle-South,500,327.59,28,28,No,No anomaly
INV107156,CUST007286,SVC3897,AGT116,23-03-2025,Paid,Bill Payment,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,5795.29,-2256.47,18-03-2025,15-04-2025,Circle-South,100,22.69,28,28,Yes,Excess payment
INV106530,CUST006691,SVC8071,AGT008,18-08-2024,Paid,New Connection,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,7048.92,7048.92,0,16-08-2024,16-09-2024,Circle-North,500,188.8,31,31,Yes,Missing charges
INV104870,CUST006292,SVC6501,AGT139,31-07-2025,Paid,Bill Payment,UPI,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,27-07-2025,27-08-2025,Circle-North,150,95.91,31,31,No,No anomaly
INV107085,CUST001414,SVC8937,AGT033,07-04-2025,Paid,Recharge,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,8671.93,-2773.11,02-04-2025,30-04-2025,Circle-North,200,126.17,28,28,Yes,Excess payment
INV104188,CUST000877,SVC9886,AGT040,23-07-2025,Paid,Bill Payment,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0,22-07-2025,19-08-2025,Circle-East,10,0.65,28,28,No,No anomaly
INV107325,CUST001055,SVC9233,AGT075,24-06-2025,Paid,New Connection,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,15822.76,-4023.94,23-06-2025,24-07-2025,Rural-Zone,750,43.02,31,31,Yes,Excess payment
INV107351,CUST000069,SVC2039,AGT108,27-04-2025,Paid,Plan Change,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2837.93,-479.11,23-04-2025,23-05-2025,Circle-South,50,14.9,30,30,Yes,Excess payment
INV107163,CUST006308,SVC8468,AGT144,07-08-2025,Paid,Bill Payment,Auto Debit,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,6047.02,-2508.2,05-08-2025,04-09-2025,Circle-South,100,83.38,30,30,Yes,Excess payment
INV104060,CUST004750,SVC2383,AGT006,16-09-2023,Paid,Recharge,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0,13-09-2023,13-10-2023,Circle-South,10,8.17,30,30,No,No anomaly
INV103402,CUST006014,SVC6237,AGT021,26-12-2023,Pending,Recharge,UPI,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0,3538.82,23-12-2023,22-01-2024,Circle-South,100,50.32,30,30,No,No anomaly
INV100826,CUST000908,SVC3115,AGT138,17-08-2025,Pending,Recharge,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0,3538.82,13-08-2025,10-09-2025,Circle-West,100,14.92,28,28,No,No anomaly
INV105882,CUST003704,SVC2303,AGT120,25-08-2025,Paid,New Connection,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,20-08-2025,17-09-2025,Circle-South,500,320.4,28,28,No,No anomaly
INV101041,CUST002734,SVC9484,AGT124,09-06-2024,Pending,New Connection,UPI,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0,1178.82,08-06-2024,06-07-2024,Circle-West,25,7.15,28,28,No,No anomaly
INV103226,CUST004269,SVC9944,AGT012,27-04-2024,Pending,Plan Change,UPI,Basic Starter,Prepaid,399,71.82,470.82,470.82,0,470.82,22-04-2024,22-05-2024,Rural-Zone,5,0.3,30,30,No,No anomaly
INV102779,CUST004598,SVC1366,AGT124,14-04-2024,Pending,Renewal,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0,1532.82,11-04-2024,09-05-2024,Circle-West,40,0.1,28,28,No,No anomaly
INV101607,CUST002395,SVC4700,AGT060,03-11-2023,Pending,Recharge,Wallet,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0,2948.82,29-10-2023,29-11-2023,Circle-South,75,7.76,31,31,No,No anomaly
INV104800,CUST005926,SVC9278,AGT050,21-06-2024,Paid,Bill Payment,Auto Debit,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0,20-06-2024,20-07-2024,Rural-Zone,50,24.3,30,30,No,No anomaly
INV103113,CUST006220,SVC7159,AGT037,03-09-2024,Pending,Bill Payment,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0,2358.82,29-08-2024,28-09-2024,Metro-B,50,4.33,30,30,No,No anomaly
INV103429,CUST006635,SVC9042,AGT029,21-12-2023,Paid,Bill Payment,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0,16-12-2023,16-01-2024,Circle-East,10,1.41,31,31,No,No anomaly
INV102034,CUST005617,SVC8837,AGT049,09-01-2024,Paid,Renewal,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,04-01-2024,03-02-2024,Rural-Zone,200,67.69,30,30,No,No anomaly
INV106000,CUST006082,SVC7553,AGT111,28-09-2024,Paid,New Connection,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0,25-09-2024,23-10-2024,Circle-North,1000,26.01,28,28,Yes,Duplicate entries
INV106000,CUST002071,SVC2481,AGT066,21-06-2024,Paid,Plan Change,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0,20-06-2024,21-07-2024,Circle-West,100,82.38,31,31,Yes,Duplicate entries
INV101882,CUST004334,SVC9183,AGT104,02-04-2024,Pending,New Connection,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0,9438.82,01-04-2024,01-05-2024,Circle-West,500,402.96,30,30,No,No anomaly
INV100614,CUST002672,SVC4731,AGT026,06-10-2024,Paid,Plan Change,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0,03-10-2024,02-11-2024,Circle-South,10,7.4,30,30,No,No anomaly
INV108278,CUST002695,SVC4878,AGT009,12-01-2025,Paid,New Connection,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0,08-01-2025,05-02-2025,Metro-A,40,3.17,28,33,Yes,Usage mismatch
INV101783,CUST000252,SVC4139,AGT143,12-05-2025,Paid,Bill Payment,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0,09-05-2025,08-06-2025,Circle-West,15,6.97,30,30,No,No anomaly
INV106399,CUST004422,SVC2081,AGT013,20-04-2025,Paid,Recharge,Cash,Family Pack,Postpaid,1499,269.82,1768.82,913.84,913.84,0,17-04-2025,15-05-2025,Circle-East,30,16.25,28,28,Yes,Missing charges
INV107103,CUST001234,SVC8903,AGT056,07-11-2023,Paid,Recharge,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,18588.91,-6790.09,04-11-2023,02-12-2023,Metro-B,750,235.66,28,28,Yes,Excess payment
INV105745,CUST000024,SVC9335,AGT070,20-03-2024,Paid,Bill Payment,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0,17-03-2024,14-04-2024,Circle-South,75,44.43,28,28,No,No anomaly
INV100219,CUST000758,SVC9775,AGT049,25-11-2023,Pending,New Connection,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0,1768.82,24-11-2023,25-12-2023,Circle-South,30,24.14,31,31,No,No anomaly
INV103864,CUST001121,SVC7486,AGT085,10-05-2025,Paid,Recharge,Net Banking,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0,07-05-2025,06-06-2025,Circle-North,75,28.65,30,30,No,No anomaly
INV102016,CUST007821,SVC7913,AGT144,10-03-2025,Pending,Recharge,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0,5898.82,06-03-2025,03-04-2025,Circle-North,200,126.4,28,28,No,No anomaly
INV107519,CUST000691,SVC4006,AGT095,27-06-2024,Partial,Renewal,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1002.14,530.68,26-06-2024,27-07-2024,Metro-B,40,35.09,31,31,Yes,Under payment
INV106859,CUST007439,SVC2417,AGT011,15-11-2023,Paid,Recharge,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,20363.42,-8564.6,14-11-2023,12-12-2023,Rural-Zone,750,317.59,28,28,Yes,Excess payment
INV102516,CUST006618,SVC5078,AGT126,06-10-2023,Pending,Renewal,Cash,Smart Connect,Prepaid,699,125.82,824.82,824.82,0,824.82,03-10-2023,31-10-2023,Circle-South,15,3.14,28,28,No,No anomaly
INV105660,CUST004284,SVC4416,AGT101,24-08-2025,Paid,New Connection,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0,21-08-2025,18-09-2025,Metro-B,40,13.4,28,28,No,No anomaly
INV108499,CUST007132,SVC1875,AGT022,22-07-2025,Paid,Recharge,Auto Debit,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0,19-07-2025,19-08-2025,Rural-Zone,50,41.6,31,40,Yes,Usage mismatch
INV105500,CUST002851,SVC4809,AGT075,07-01-2025,Paid,Bill Payment,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0,06-01-2025,06-02-2025,Metro-B,25,12.04,31,31,No,No anomaly
INV104810,CUST002743,SVC4300,AGT008,03-08-2025,Paid,Renewal,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0,02-08-2025,30-08-2025,Metro-B,75,26.48,28,28,No,No anomaly
INV102525,CUST007216,SVC3556,AGT015,03-01-2024,Pending,Bill Payment,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0,9438.82,01-01-2024,31-01-2024,Circle-West,500,306.43,30,30,No,No anomaly
INV102473,CUST004392,SVC5550,AGT121,17-06-2024,Paid,Renewal,Auto Debit,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0,12-06-2024,12-07-2024,Metro-B,100,26.97,30,30,No,No anomaly
INV100111,CUST001039,SVC7897,AGT135,19-08-2024,Paid,New Connection,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0,18-08-2024,15-09-2024,Metro-A,75,18.91,28,28,No,No anomaly
INV107355,CUST000874,SVC6805,AGT061,23-06-2025,Paid,New Connection,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,7847.85,-3129.03,21-06-2025,21-07-2025,Circle-West,150,46.46,30,30,Yes,Excess payment
INV105185,CUST003475,SVC6184,AGT137,12-09-2023,Pending,Recharge,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0,4718.82,09-09-2023,09-10-2023,Circle-East,150,69,30,30,No,No anomaly
INV106443,CUST004797,SVC1939,AGT052,19-04-2025,Paid,Renewal,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,9338.03,9338.03,0,17-04-2025,15-05-2025,Circle-South,750,95.31,28,28,Yes,Missing charges
INV100351,CUST006271,SVC4937,AGT015,18-07-2024,Paid,Bill Payment,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0,15-07-2024,12-08-2024,Circle-West,25,3.56,28,28,No,No anomaly
INV104641,CUST002592,SVC9577,AGT015,09-08-2025,Pending,Bill Payment,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0,11798.82,05-08-2025,02-09-2025,Metro-B,750,689.4,28,28,No,No anomaly
INV105415,CUST006164,SVC1649,AGT056,20-01-2024,Pending,Renewal,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0,4718.82,15-01-2024,14-02-2024,Circle-West,150,16.83,30,30,No,No anomaly
INV107452,CUST001382,SVC7585,AGT149,04-05-2024,Partial,New Connection,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,3854.62,864.2,29-04-2024,27-05-2024,Metro-B,150,136.42,28,28,Yes,Under payment
INV107986,CUST004200,SVC3086,AGT076,15-05-2024,Partial,New Connection,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,3618.53,2280.29,13-05-2024,13-06-2024,Circle-East,200,61.77,31,31,Yes,Under payment
